"","predict.object...model1..newdata...data.frame.datatest.."
"1351",274846.123739218
"1352",235390.958368614
"1353",161498.147070945
"1354",185784.047688101
"1355",253373.431797493
"1356",188094.429372189
"1357",186807.52277273
"1358",200511.889986513
"1359",69652.7636669248
"1360",211941.777499688
"1361",127238.499302131
"1362",132347.906867148
"1363",276524.980264549
"1364",102085.886275047
"1365",272462.62128471
"1366",304884.268479894
"1367",188258.651993699
"1368",183116.742952518
"1369",160948.476051881
"1370",188610.55093033
"1371",270804.588083506
"1372",63595.1252207239
"1373",226360.228063663
"1374",249182.142759042
"1375",183021.110574675
"1376",170966.423335964
"1377",190847.403297109
"1378",82371.2125101728
"1379",217906.908714087
"1380",260276.612570783
"1381",160742.841514419
"1382",256211.783253302
"1383",215549.82836554
"1384",173860.226142963
"1385",229912.338320767
"1386",252923.509130778
"1387",352793.455312643
"1388",301916.169959424
"1389",490077.741309584
"1390",122134.975205927
"1391",204897.360379769
"1392",191079.777277536
"1393",223578.129964513
"1394",NA
"1395",257712.085107176
"1396",419388.01605814
"1397",281123.837026101
"1398",176462.35147485
"1399",166807.943609321
"1400",113500.793611331
"1401",192498.235432479
"1402",174621.601893346
"1403",173613.103490304
"1404",179297.082035944
"1405",204235.568581458
"1406",547748.60694616
"1407",217920.239612443
"1408",212273.26091975
"1409",105937.204984629
"1410",198343.415578717
"1411",216862.123056776
"1412",325687.200986979
"1413",169842.100621529
"1414",221610.527898957
"1415",294090.736162535
"1416",218253.646100795
"1417",255132.249025955
"1418",73220.8386760969
"1419",263852.884225586
"1420",244079.688252539
"1421",269739.146791983
"1422",183645.716089389
"1423",212940.503265911
"1424",-64199.3550765359
"1425",132318.288147845
"1426",80025.5809116215
"1427",226381.836013043
"1428",175145.240997643
"1429",257689.224966906
"1430",185398.95763505
"1431",246726.538183933
"1432",238166.35617024
"1433",224910.733060729
"1434",309764.964461033
"1435",69409.9539398513
"1436",186402.615645059
"1437",102238.164947538
"1438",122112.616873405
"1439",187657.105239278
"1440",98061.7849997352
"1441",151762.804121047
"1442",146556.236065826
"1443",160150.690728929
"1444",102264.610703999
"1445",128876.793611039
"1446",425860.708099688
"1447",127276.784304598
"1448",216987.046115004
"1449",264455.771030641
"1450",144521.315770606
"1451",109304.850356188
"1452",175482.760356276
"1453",119055.268889085
"1454",254280.086305429
"1455",333685.346034947
"1456",172316.638139894
"1457",174734.724215392
"1458",183834.864065308
"1459",216792.413475088
"1460",295571.791163241
"1461",675090.552955429
"1462",401468.16074265
"1463",238626.517456084
"1464",124324.612923878
"1465",205095.457343758
"1466",12121.2781075682
"1467",189178.183626505
"1468",195428.532636438
"1469",166542.576808542
"1470",271870.870605587
"1471",159388.188451077
"1472",227963.014653835
"1473",212037.95406897
"1474",317919.255216864
"1475",126577.073642355
"1476",78914.8895553419
"1477",254527.258707515
"1478",213849.152776062
"1479",398357.795852386
"1480",133389.305367835
"1481",239128.667843951
"1482",181859.486557645
"1483",289454.21970251
"1484",261284.294617741
"1485",213002.999361742
"1486",189551.463943422
"1487",166510.923913045
"1488",138683.990280026
"1489",351089.455189957
"1490",277023.912337413
"1491",130137.861893886
"1492",163002.597893342
"1493",299575.538582138
"1494",220746.188649425
"1495",238311.0487908
"1496",237850.375917424
"1497",268799.171645988
"1498",288616.448025131
"1499",295564.712649419
"1500",318935.03379794
"1501",244506.00034338
"1502",93854.0520534437
"1503",270892.533073102
"1504",77915.8114271493
"1505",349746.406112355
"1506",208726.621856646
"1507",468247.596233686
"1508",316227.813298636
"1509",NA
"1510",164991.274693449
"1511",262394.85097184
"1512",149238.494220489
"1513",229682.624742076
"1514",394531.027511112
"1515",199022.927319417
"1516",218458.132076231
"1517",190516.501005506
"1518",223634.433450799
"1519",272634.220696526
"1520",133713.819216223
"1521",261000.277071317
"1522",160599.365481395
"1523",160262.477551691
"1524",187373.389561159
"1525",150326.494986833
"1526",114704.576694588
"1527",40631.4988663741
"1528",198907.012817472
"1529",202835.191244108
"1530",262489.759524966
"1531",107128.581981991
"1532",190920.110187943
"1533",263722.658532712
"1534",345776.315844052
"1535",296206.802133452
"1536",162549.608664209
"1537",467015.28853633
"1538",243924.750128528
"1539",85608.0025455355
"1540",160528.838459883
"1541",102069.38027988
"1542",163432.530383592
"1543",81147.8965945284
"1544",234010.563026305
"1545",320489.417370856
"1546",242072.344948016
"1547",55357.491999334
"1548",83641.9656186623
"1549",323297.640726471
"1550",144234.966173961
"1551",307578.538852419
"1552",234225.361673122
"1553",228813.497987381
"1554",233678.449784865
"1555",210563.998804148
"1556",187749.943550542
"1557",140938.959427083
"1558",63338.8597989862
"1559",216471.896010648
"1560",126542.276618967
"1561",150099.593453482
"1562",253515.84198915
"1563",91702.2662986089
"1564",142812.924944495
"1565",264162.374699786
"1566",368588.472963683
"1567",237655.784928896
"1568",274326.025261147
"1569",281602.699787042
"1570",129955.458263371
"1571",273124.727177187
"1572",224111.351777065
"1573",178438.683241061
"1574",129794.29545203
"1575",202408.706210536
"1576",236715.947009565
"1577",262418.501171884
"1578",137319.767445627
"1579",209614.062257302
"1580",128971.546704101
"1581",106884.226603424
"1582",137168.46277766
"1583",269394.896682633
"1584",256128.848278567
"1585",287858.459215246
"1586",302739.602507838
"1587",191628.703961648
"1588",184196.713407943
"1589",264762.174034191
"1590",158020.786580085
"1591",187922.067283624
"1592",279580.471860266
"1593",93390.0617518521
"1594",188281.81932822
"1595",175947.500848931
"1596",133631.699812705
"1597",268851.886573205
"1598",243831.221265232
"1599",231609.758453932
"1600",241612.754514063
"1601",85560.9491218052
"1602",228356.703757061
"1603",221949.665210748
"1604",67749.1081968179
"1605",61139.0923992788
"1606",166611.68819646
"1607",165271.60423879
"1608",185538.254893494
"1609",279065.467757749
"1610",141803.867041951
"1611",64417.8394031531
"1612",264867.883522584
"1613",237558.829732884
"1614",211053.195623605
"1615",74374.1445075725
"1616",140613.335243211
"1617",149333.221494305
"1618",171905.689451584
"1619",207741.096934369
"1620",335253.39831828
"1621",130166.849512613
"1622",156653.201496087
"1623",173245.255491674
"1624",78257.0793873457
"1625",205606.645674111
"1626",62184.1716730583
"1627",74467.2697883094
"1628",202555.573150513
"1629",212032.86504896
"1630",173365.112989156
"1631",218795.684006452
"1632",226146.082672536
"1633",208153.264864395
"1634",181079.613024432
"1635",120206.783275342
"1636",NA
"1637",84667.24318207
"1638",59053.661498587
"1639",135708.570253484
"1640",278283.247737259
"1641",238242.036774543
"1642",325157.085629601
"1643",181661.902286155
"1644",238478.888786778
"1645",227252.542450654
"1646",196176.817927853
"1647",234066.188867455
"1648",318278.786550303
"1649",190990.116798826
"1650",118801.499179343
"1651",204833.404147091
"1652",162058.754153095
"1653",317296.634381035
"1654",112945.903692101
"1655",239371.839127501
"1656",261201.474863534
"1657",283539.414806578
"1658",259799.796527287
"1659",134756.992905478
"1660",166486.930535535
"1661",208886.319861354
"1662",245104.075297919
"1663",262503.711336178
"1664",310536.27331744
"1665",95534.6798823919
"1666",103593.966124328
"1667",235945.916777188
"1668",193547.536096971
"1669",160876.897901494
"1670",301412.800089061
"1671",131352.125991517
"1672",274936.761987829
"1673",273434.582702573
"1674",128782.208232212
"1675",143735.371327094
"1676",222635.428199907
"1677",166175.291375886
"1678",74724.2776380361
"1679",168029.877029349
"1680",205955.641325956
"1681",159655.242435963
"1682",149097.137487925
"1683",196342.221358658
"1684",267845.072626316
"1685",363430.060753902
"1686",284766.270412866
"1687",193160.970409621
"1688",329664.838474821
"1689",71587.002044693
"1690",208883.977006313
"1691",207963.877982568
"1692",206752.937897739
"1693",207003.148395578
"1694",286713.145446755
"1695",172862.28046548
"1696",246552.310933482
"1697",243320.512555894
"1698",165353.175651542
"1699",332802.212156469
"1700",284182.905974942
"1701",139611.067900833
"1702",223620.07599155
"1703",309191.81000839
"1704",148034.25598858
"1705",145882.622135731
"1706",285972.904988751
"1707",191144.507667314
"1708",182260.616971577
"1709",254819.061187669
"1710",165660.242592611
"1711",227835.966004779
"1712",169294.470158795
"1713",205167.045242766
"1714",111688.884726407
"1715",162037.714270621
"1716",94750.1047495658
"1717",-1276.19883788124
"1718",306019.944643218
"1719",517801.289316481
"1720",227259.57334276
"1721",137576.684167634
"1722",182251.971063201
"1723",177325.786521815
"1724",85691.3362500428
"1725",186803.25697266
"1726",298965.929403519
"1727",131727.883603699
"1728",254252.009373969
"1729",271362.632910879
"1730",313416.52269289
"1731",332808.05522883
"1732",181917.744569253
"1733",196568.862712002
"1734",217628.816320126
"1735",35230.9179779446
"1736",246275.365484439
"1737",233622.37763136
"1738",537104.926918844
"1739",254614.671210568
"1740",431367.686397983
"1741",156971.279082305
"1742",181923.336865286
"1743",185978.232314245
"1744",309130.942313261
"1745",185231.95335881
"1746",201128.673863569
"1747",201858.381495621
"1748",141047.387147349
"1749",225702.775397785
"1750",146128.053996433
"1751",498218.67315077
"1752",287559.78031685
"1753",104453.683714134
"1754",281762.132645694
"1755",234047.957546924
"1756",232020.669273506
"1757",159783.774848954
"1758",19774.0501551496
"1759",58635.9119851382
"1760",457264.015598855
"1761",165929.258587576
"1762",227501.024646493
"1763",182871.315773753
"1764",93815.2314430231
"1765",122128.64885033
"1766",43261.0612953034
"1767",283758.071009038
"1768",85426.4215813408
"1769",264584.05755131
"1770",145079.722471154
"1771",207933.10480002
"1772",99374.2486956244
"1773",67055.4241909927
"1774",222905.892257302
"1775",200456.959933629
"1776",177145.171553559
"1777",193897.942566811
"1778",118712.198150271
"1779",237216.952084109
"1780",183233.949161644
"1781",216774.842478125
"1782",97135.8214389061
"1783",98537.725802348
"1784",241607.999023726
"1785",126823.588197873
"1786",160349.842337695
"1787",158517.037798144
"1788",135104.19891207
"1789",126175.473617592
"1790",210562.382924066
"1791",169298.855729469
"1792",121784.026364465
"1793",120350.130426118
"1794",117857.876280882
"1795",117478.577159445
"1796",123790.340063681
"1797",193683.829750047
"1798",158793.59946472
"1799",241648.61242261
"1800",254236.775818367
"1801",209557.213270554
"1802",299581.729045629
"1803",138262.035560324
"1804",100095.956910661
"1805",174297.715641694
"1806",69152.934386805
"1807",114301.893828324
"1808",404640.910861925
"1809",194462.012552051
"1810",132114.873421491
"1811",243168.073775273
"1812",133372.740621471
"1813",88612.2025032944
"1814",269183.930994014
"1815",152868.056714948
"1816",186723.937850726
"1817",361314.553647208
"1818",88203.0449048768
"1819",240886.906115006
"1820",345697.975058825
"1821",198146.126144798
"1822",217462.649978871
"1823",74100.0057463966
"1824",104500.291624629
"1825",175898.550457886
"1826",261150.632166353
"1827",254880.936729755
"1828",182016.026254376
"1829",234579.820834347
"1830",222370.929218832
"1831",45478.5675509828
"1832",250725.18239486
"1833",130122.830370881
"1834",296759.206465739
"1835",237927.342667791
"1836",173399.620064415
"1837",338845.646597088
"1838",52545.7669857849
"1839",104618.103450643
"1840",144497.977438052
"1841",308723.841407532
"1842",218326.440743602
"1843",148174.119427262
"1844",97301.7887242233
"1845",315191.022736351
"1846",201241.970689685
"1847",223060.123252774
"1848",162610.124336887
"1849",279897.532310936
"1850",483035.999235739
"1851",174955.540615676
"1852",248318.876767469
"1853",208020.867124185
"1854",108552.813335322
"1855",250721.077862505
"1856",51193.8625853301
"1857",83151.8787474245
"1858",229886.599814851
"1859",149256.748197124
"1860",137849.363265455
"1861",184406.633865377
"1862",91004.6082383019
"1863",137659.255086215
"1864",134092.064566869
"1865",86412.9987022578
"1866",158792.200072147
"1867",187240.43787523
"1868",284036.442357057
"1869",226326.076659232
"1870",317480.798990751
"1871",122371.828463925
"1872",306847.84440001
"1873",230583.150000376
"1874",220683.865296034
"1875",270382.229470572
"1876",210237.199484216
"1877",139574.852265994
"1878",314912.272185428
"1879",200664.968033836
"1880",63025.9314877828
"1881",147848.881872009
"1882",248777.938542467
"1883",115266.689811151
"1884",377636.274892177
"1885",274265.723034891
"1886",194053.685033547
"1887",144109.485482053
"1888",253609.417561746
"1889",368079.466319939
"1890",154258.290091653
"1891",205198.617338848
"1892",229321.348903332
"1893",194406.935976882
"1894",251430.662642284
"1895",NA
"1896",115873.1649594
"1897",216714.965433177
"1898",226292.722743216
"1899",255832.478589387
"1900",261189.116020242
"1901",238280.130096249
"1902",180992.653372056
"1903",-6130.50837687426
"1904",NA
"1905",276013.642260271
"1906",241219.415693602
"1907",231528.110920121
"1908",245614.500460598
"1909",237973.44347544
"1910",NA
"1911",163377.691450844
"1912",309067.256221452
"1913",252691.646962579
"1914",50716.1068481779
"1915",216185.955779827
"1916",1190.77771513076
"1917",179979.799672858
"1918",162475.041069507
"1919",166108.256280367
"1920",234818.685359588
"1921",286140.51503085
"1922",-18152.3725012088
"1923",163509.601559685
"1924",85761.2622521698
"1925",208452.107831817
"1926",336976.839865829
"1927",174848.080589613
"1928",409836.937998104
"1929",151350.706428377
"1930",198991.139995045
"1931",214773.714644268
"1932",327283.284668424
"1933",NA
"1934",185880.980460362
"1935",205487.540687977
"1936",244720.070925761
"1937",179341.691253796
"1938",213082.139557571
"1939",217938.728920134
"1940",210194.977370093
"1941",252115.175379675
"1942",259482.687890855
"1943",112376.65901356
"1944",176257.359396146
"1945",177081.399456267
"1946",NA
"1947",243223.63095601
"1948",17769.7598798511
"1949",108607.331693695
"1950",213636.228976476
"1951",190898.980970192
"1952",104789.983707175
"1953",305121.801230553
"1954",243302.433751342
"1955",156531.305934278
"1956",168299.561625717
"1957",258239.186892956
"1958",200432.883833811
"1959",247591.016907816
"1960",182188.437933564
"1961",366790.07883176
"1962",227733.353491106
"1963",313070.59473935
"1964",69125.9823778661
"1965",217375.942949839
"1966",279869.512129886
"1967",228389.501441277
"1968",210799.309635513
"1969",208417.213720246
"1970",270093.891715076
"1971",128721.164355326
"1972",250225.247792037
"1973",190050.561788056
"1974",230514.706457353
"1975",334412.917096674
"1976",111257.328731703
"1977",110305.873206472
"1978",98491.2735511277
"1979",287272.957407788
"1980",184845.40052455
"1981",211989.816159216
"1982",84459.7678125929
"1983",129493.063903597
"1984",245318.506151616
"1985",184377.151899724
"1986",307578.726853504
"1987",104167.216491467
"1988",355436.789288051
"1989",150423.362530312
"1990",163286.486414898
"1991",166558.621721006
"1992",191647.07262888
"1993",162888.483349665
"1994",217291.274639214
"1995",221257.372050545
"1996",183583.85961553
"1997",244224.122017622
"1998",130763.851930361
"1999",191716.276486622
"2000",164645.710583616
"2001",310604.905576298
"2002",119123.512074163
"2003",179546.804373654
"2004",209618.812135433
"2005",202916.282642078
"2006",325471.169872858
"2007",88130.3294824741
"2008",332333.002440862
"2009",400087.22830652
"2010",156918.915358716
"2011",250729.528265803
"2012",223839.035755553
"2013",198052.867657503
"2014",67779.0360454312
"2015",294031.89910669
"2016",277324.698879207
"2017",202734.186814179
"2018",128131.194171968
"2019",214651.774292553
"2020",125411.498593375
"2021",85811.0601807857
"2022",48096.5712832817
"2023",177959.998749531
"2024",388969.121029192
"2025",306222.897355577
"2026",297694.011589291
"2027",174537.947414853
"2028",60964.2350158768
"2029",70235.1165540421
"2030",295707.444338486
"2031",336926.67432884
"2032",220871.848009774
"2033",215505.553582271
"2034",121546.777803901
"2035",282770.555078465
"2036",253311.764931441
"2037",168493.99219419
"2038",184415.478146812
"2039",154427.692429928
"2040",138926.812754799
"2041",198878.619734577
"2042",276287.216570607
"2043",240591.857181205
"2044",153289.00222422
"2045",230022.257824589
"2046",192123.261677621
"2047",188287.403396836
"2048",267829.996201994
"2049",184883.941466981
"2050",177248.907349075
"2051",183000.976410821
"2052",206988.370959708
"2053",222532.060888564
"2054",185958.328103591
"2055",188906.266956925
"2056",237296.006989129
"2057",148815.408943374
"2058",226943.627888991
"2059",189959.018894385
"2060",318221.120567148
"2061",162484.211784745
"2062",212636.352406697
"2063",295233.368537776
"2064",236102.914097417
"2065",301264.603372154
"2066",139546.581964406
"2067",244307.0114665
"2068",264674.6923746
"2069",130496.211597339
"2070",74024.4649369981
"2071",267823.717946166
"2072",232054.81192581
"2073",305735.018515952
"2074",105945.655405882
"2075",142145.015569336
"2076",151729.430677619
"2077",345600.203124022
"2078",198897.326416273
"2079",293765.922741911
"2080",286788.481281746
"2081",95224.6485243259
"2082",120986.569138992
"2083",-33121.5356025895
"2084",360470.00999455
"2085",185361.400077662
"2086",218237.50241707
"2087",-10733.3495432386
"2088",187898.183299714
"2089",245601.218428579
"2090",225894.378366904
"2091",197857.737534978
"2092",359972.409035074
"2093",625402.806682218
"2094",124585.41113386
"2095",278830.807436837
"2096",175950.405135953
"2097",293229.980609666
"2098",102357.150882341
"2099",210254.329304876
"2100",181685.67795562
"2101",270949.755529668
"2102",680183.479133816
"2103",192057.654355907
"2104",111533.614121807
"2105",179656.514907739
"2106",189731.554923469
"2107",283025.596169102
"2108",128050.046023514
"2109",184005.791192703
"2110",216870.178895441
"2111",230763.041824414
"2112",135584.000971679
"2113",140523.406704815
"2114",200040.614349992
"2115",259659.554923857
"2116",238312.94164618
"2117",535772.289684721
"2118",210561.249237157
"2119",251375.331812659
"2120",97106.8922795917
"2121",186561.979568263
"2122",231850.011572313
"2123",155612.032844557
"2124",558378.642920596
"2125",164116.653936963
"2126",320104.212332002
"2127",175299.66187501
"2128",142849.205855291
"2129",71392.9888954113
"2130",312160.013439095
"2131",232838.643310628
"2132",194773.251879899
"2133",47147.2266311669
"2134",220711.859055973
"2135",284859.229207136
"2136",114721.798993065
"2137",90181.3128255358
"2138",162487.79963748
"2139",171898.796715646
"2140",146588.865967107
"2141",391984.29540942
"2142",438234.976222672
"2143",139074.620200057
"2144",166592.575679767
"2145",95703.0779022909
"2146",105288.341166841
"2147",262070.454546381
"2148",96327.4650863779
"2149",242109.968105311
"2150",232720.773277514
"2151",257544.543212017
"2152",265386.10361449
"2153",358711.709527469
"2154",177170.795438465
"2155",287701.569506651
"2156",181418.7918207
"2157",246898.739248441
"2158",141747.83308419
"2159",226018.79261036
"2160",225192.584663474
"2161",234808.007139217
"2162",205532.300833118
"2163",145595.617519549
"2164",120327.455118905
"2165",70072.8646880481
"2166",214706.874820422
"2167",123849.83771964
"2168",39835.7138194211
"2169",195778.778683989
"2170",119449.06027797
"2171",269278.432213927
"2172",199183.50528481
"2173",280463.7751242
"2174",231573.144043732
"2175",177940.468684229
"2176",165916.854862987
"2177",243063.788993275
"2178",323922.007340778
"2179",200035.463132017
"2180",200975.364013579
"2181",118965.446919739
"2182",231216.198303517
"2183",201296.783418564
"2184",188093.159947561
"2185",321455.663289455
"2186",237520.878458599
"2187",315966.695542147
"2188",-20169.4514555411
"2189",348593.036837198
"2190",228849.899522088
"2191",126464.974445652
"2192",189426.413097616
"2193",164443.490454261
"2194",254265.161791468
"2195",103388.640513216
"2196",243375.638913427
"2197",-16804.717588117
"2198",298670.633279682
"2199",133804.552914517
"2200",67103.6518034492
"2201",126237.032473436
"2202",53673.6803382677
"2203",191723.107990417
"2204",295523.406211144
"2205",266087.508751578
"2206",251355.365123313
"2207",69677.0088240485
"2208",172919.198640823
"2209",208849.345949704
"2210",88165.2413306587
"2211",125242.024568312
"2212",184358.908953067
"2213",59874.8647564858
"2214",133033.547939273
"2215",154772.90285196
"2216",206795.382519744
"2217",150768.844877688
"2218",173610.617780871
"2219",167774.742629821
"2220",159345.033333155
"2221",232061.599215588
"2222",NA
"2223",343946.51506883
"2224",292830.610217205
"2225",145785.464265546
"2226",91293.6782701205
"2227",226227.094022918
"2228",129726.968686374
"2229",262209.036352837
"2230",33950.3099966402
"2231",237375.023198655
"2232",143932.783225341
"2233",148201.153886925
"2234",209251.613002995
"2235",226697.064931847
"2236",675017.016080278
"2237",285115.115951608
"2238",238022.196349927
"2239",123589.072287627
"2240",233943.430635085
"2241",21787.008254199
"2242",58603.6777298832
"2243",285398.385826285
"2244",123957.985719289
"2245",200856.094720615
"2246",245719.397049565
"2247",196754.516500696
"2248",291977.685924064
"2249",195330.315705184
"2250",119486.630337379
"2251",264805.405866134
"2252",135896.625964344
"2253",233772.78524122
"2254",326020.417845321
"2255",81789.3730050541
"2256",134658.193211629
"2257",200954.357895232
"2258",348370.787362118
"2259",148553.35124972
"2260",173131.491143039
"2261",224331.795199337
"2262",196356.043383928
"2263",121888.584045702
"2264",115453.281145942
"2265",174271.022143784
"2266",290076.19671161
"2267",243855.312320665
"2268",174697.330254679
"2269",409240.078085231
"2270",220495.678034837
"2271",103475.515949814
"2272",446214.105346376
"2273",331795.440639499
"2274",68512.3430166978
"2275",157034.844917658
"2276",116022.833559177
"2277",206867.115070214
"2278",218960.013272844
"2279",300891.865217636
"2280",169834.692421909
"2281",184026.420511428
"2282",190425.541283476
"2283",257441.844471271
"2284",185376.127847711
"2285",294301.237755498
"2286",136987.491016685
"2287",120441.445600176
"2288",132345.003795792
"2289",-44365.2761168458
"2290",221527.438901105
"2291",114695.604078844
"2292",228293.584744445
"2293",198796.497026605
"2294",180071.977224913
"2295",127486.23542439
"2296",275307.173863864
"2297",213984.342912158
"2298",189437.157050196
"2299",181855.288740561
"2300",161963.37603491
"2301",93886.9597745171
"2302",105971.898658033
"2303",130164.914078321
"2304",215940.07294217
"2305",268836.307050975
"2306",279023.03080764
"2307",284785.456643864
"2308",72822.8969704737
"2309",90588.7737700972
"2310",156687.784874341
"2311",97636.6878762716
"2312",130656.615125196
"2313",215660.319034847
"2314",131446.815522511
"2315",267374.67803894
"2316",177598.450796765
"2317",220323.740927089
"2318",163195.1715882
"2319",360128.340314319
"2320",150575.91097945
"2321",289256.273928485
"2322",134203.154097663
"2323",429929.145907014
"2324",235252.631611991
"2325",308413.673331404
"2326",355428.591321543
"2327",274632.785054028
"2328",381126.633882845
"2329",243671.971913201
"2330",239166.433335325
"2331",244006.506799994
"2332",317532.186775868
"2333",211754.657806394
"2334",289495.724484403
"2335",235645.447492941
"2336",162307.540501494
"2337",132589.576003098
"2338",304097.868635948
"2339",239840.138917113
"2340",209984.202433376
"2341",205891.547630816
"2342",259814.401805221
"2343",197929.678532567
"2344",268518.920197037
"2345",176638.71625686
"2346",236934.376938803
"2347",212410.850638576
"2348",87175.7773385584
"2349",227801.126234083
"2350",244319.62699638
"2351",299669.860573109
"2352",208255.858703528
"2353",200884.549497145
"2354",337385.29080208
"2355",279225.849458154
"2356",181091.56115818
"2357",250185.527658364
"2358",160194.381307012
"2359",346233.317871061
"2360",119240.140757177
"2361",171617.094428378
"2362",576070.036510558
"2363",79724.4500724122
"2364",205514.791030561
"2365",166195.632547223
"2366",303483.413574034
"2367",140767.893171609
"2368",119681.595237278
"2369",236061.6956125
"2370",243601.077987102
"2371",337612.655709988
"2372",525208.313268563
"2373",252494.388980232
"2374",172217.194713754
"2375",211359.892380317
"2376",179379.355931345
"2377",281910.998553634
"2378",258982.446983794
"2379",362153.37102231
"2380",307248.640197432
"2381",165896.676282414
"2382",284701.579456924
"2383",254126.189007149
"2384",177484.854212512
"2385",181240.86862979
"2386",154007.634457209
"2387",99082.1653955616
"2388",35953.3671382617
"2389",232079.878448268
"2390",237622.480600332
"2391",327510.632557919
"2392",266138.44521262
"2393",162346.12729181
"2394",442596.186893436
"2395",344267.245835419
"2396",291505.178033621
"2397",207850.629796743
"2398",286474.820746819
"2399",164495.005786877
"2400",178917.5989974
"2401",238694.195817054
"2402",254514.290982088
"2403",145326.450014466
"2404",215930.122516834
"2405",17599.0419050269
"2406",191018.498061302
"2407",64885.5180705521
"2408",132749.407548926
"2409",236822.976509289
"2410",145719.174356314
"2411",131249.894314847
"2412",118367.249658395
"2413",179964.535043479
"2414",143661.292719933
"2415",276867.358381575
"2416",207252.931370023
"2417",272880.165025612
"2418",204906.429523312
"2419",389796.414961611
"2420",261632.459772445
"2421",112836.304760644
"2422",194769.599620256
"2423",275685.476907478
"2424",313390.024146221
"2425",239197.738402252
"2426",120372.370976141
"2427",176290.038405583
"2428",276228.640354483
"2429",203405.26366769
"2430",100727.82663407
"2431",307384.527402162
"2432",105398.015168119
"2433",80139.0141917694
"2434",400191.105520538
"2435",114418.390569271
"2436",135141.495939835
"2437",170706.325493819
"2438",238547.41553596
"2439",164211.832180208
"2440",120010.720875503
"2441",218929.323480348
"2442",377573.063112949
"2443",252975.317164471
"2444",272044.596642999
"2445",230394.872442728
"2446",252816.228769869
"2447",143865.260226661
"2448",259991.976721655
"2449",107141.654992978
"2450",193123.014501792
"2451",157193.989884146
"2452",71314.1115466453
"2453",227179.523648247
"2454",127795.640993644
"2455",342006.303326134
"2456",274294.875034425
"2457",240712.589106222
"2458",79160.1168157919
"2459",375447.616285406
"2460",195763.883628348
"2461",325927.661907961
"2462",147725.148202776
"2463",295087.323118933
"2464",168716.81316475
"2465",66348.4239062105
"2466",211280.835615122
"2467",176002.850386698
"2468",268258.939781082
"2469",206378.240581852
"2470",239281.724262132
"2471",285098.24501969
"2472",228538.866717861
"2473",45112.8753041209
"2474",217783.07095502
"2475",127454.786594627
"2476",182431.236896134
"2477",NA
"2478",70246.5843305405
"2479",230105.653198794
"2480",234835.187286808
"2481",465883.054254924
"2482",294483.392874213
"2483",164325.814346565
"2484",70644.67791334
"2485",47470.5221471729
"2486",114231.186919236
"2487",127970.335432635
"2488",175086.109775664
"2489",202976.858765593
"2490",158789.848434174
"2491",261793.051413632
"2492",127192.777021115
"2493",109379.50819442
"2494",99814.9605403916
"2495",281321.525514058
"2496",324776.023366965
"2497",196718.181749808
"2498",200656.514248217
"2499",159719.941659159
"2500",250242.163742445
"2501",163357.033228284
"2502",244634.751202181
"2503",163384.169054178
"2504",231600.939077233
"2505",215295.371060284
"2506",NA
"2507",357269.962454185
"2508",277637.459158283
"2509",118752.948049187
"2510",33868.2420591277
"2511",190974.346634142
"2512",202972.777166246
"2513",145563.102961417
"2514",321373.154651792
"2515",319830.827363021
"2516",134733.743318261
"2517",89735.7149965354
"2518",222538.864135466
"2519",224671.08889376
"2520",130307.82448261
"2521",231965.89277173
"2522",165558.238647714
"2523",78216.4247038001
"2524",119622.593706598
"2525",279432.902800793
"2526",299672.253474354
"2527",63111.1146567493
"2528",310502.146826785
"2529",172320.504085303
"2530",195387.817347439
"2531",157548.787645021
"2532",317568.365792493
"2533",293954.496648891
"2534",105930.019618611
"2535",194323.578998051
"2536",155802.59313877
"2537",116501.524794666
"2538",258099.086528503
"2539",207659.82532039
"2540",117203.926028214
"2541",80742.2551053445
"2542",138160.97339494
"2543",144473.926564697
"2544",147773.727142622
"2545",65370.7260663845
"2546",118754.291900519
"2547",96725.0728030593
"2548",277431.750786985
"2549",237610.856327284
"2550",112844.849059015
"2551",44824.0596663282
"2552",376380.617674559
"2553",145850.210809814
"2554",43450.7287053443
"2555",527828.823613186
"2556",249964.696668402
"2557",378210.176527374
"2558",232981.737656952
"2559",299774.282629436
"2560",339480.604747707
"2561",142453.976753564
"2562",239491.162129904
"2563",167183.175401008
"2564",246223.637205316
"2565",177510.635312312
"2566",160229.203672815
"2567",132795.360932467
"2568",191673.502039258
"2569",136538.315505454
"2570",406014.371213438
"2571",219991.185961705
"2572",253910.877246796
"2573",306853.854648905
"2574",253432.20755542
"2575",260026.794049596
"2576",303188.204943397
"2577",166365.919333248
"2578",NA
"2579",181094.198891328
"2580",250961.361788343
"2581",48792.1485358851
"2582",282024.484635419
"2583",220622.918359243
"2584",148223.247191608
"2585",99861.2802434133
"2586",130956.456744347
"2587",175925.611317405
"2588",205546.459760262
"2589",350012.531709548
"2590",243459.451574758
"2591",149936.995985146
"2592",250565.213940254
"2593",58628.5338378767
"2594",189364.022318844
"2595",152269.570721376
"2596",217973.326990342
"2597",244133.648699551
"2598",177425.316090808
"2599",86297.5016292186
"2600",293164.088437614
"2601",339430.171665947
"2602",81048.2710917881
"2603",301505.971363857
"2604",318465.051586671
"2605",308658.741577961
"2606",221101.039368804
"2607",125350.223036249
"2608",151727.009375518
"2609",264162.155514762
"2610",276392.816367218
"2611",NA
"2612",188619.665112198
"2613",186210.273800556
